fsw,cap,ind,pl_i_cu
29473.684210526313,0.0001184736842105263,0.0004315789473684211,3.50511
29473.684210526313,0.0001184736842105263,0.00047894736842105264,3.69201
29473.684210526313,0.0001184736842105263,0.0005263157894736842,3.89575
29473.684210526313,0.0001184736842105263,0.0005736842105263159,4.06699
29473.684210526313,0.0001184736842105263,0.0006210526315789474,4.23133
29473.684210526313,0.0001184736842105263,0.000668421052631579,4.38954
29473.684210526313,0.0001184736842105263,0.0007157894736842105,4.54227
29473.684210526313,0.0001184736842105263,0.0007631578947368422,4.68999
29473.684210526313,0.0001184736842105263,0.0008105263157894738,4.83325
29473.684210526313,0.0001184736842105263,0.0008578947368421053,4.97238
29473.684210526313,0.0001184736842105263,0.0009052631578947369,5.1077
29473.684210526313,0.0001184736842105263,0.0009526315789473685,5.23957
29473.684210526313,0.0001184736842105263,0.001,5.36817
29473.684210526313,0.00015421052631578948,0.0001,1.42326
29473.684210526313,0.00015421052631578948,0.00014736842105263158,2.05797
29473.684210526313,0.00015421052631578948,0.00019473684210526317,2.36029
29473.684210526313,0.00015421052631578948,0.00024210526315789473,2.62891
29473.684210526313,0.00015421052631578948,0.00028947368421052634,2.87289
29473.684210526313,0.00015421052631578948,0.0003368421052631579,3.09787
29473.684210526313,0.00015421052631578948,0.00038421052631578946,3.30772
29473.684210526313,0.00015421052631578948,0.0004315789473684211,3.5051
29473.684210526313,0.00015421052631578948,0.00047894736842105264,3.69202
29473.684210526313,0.00015421052631578948,0.0005263157894736842,3.89574
